Index,Date,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
1659,08/02/2018,3,-8.6,64,0.9,1754,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,57
1660,08/02/2018,4,-9.0,54,0.6,1833,-16.6,0.0,0.0,0.0,Winter,No Holiday,Yes,46
1661,08/02/2018,5,-9.0,56,0.4,1678,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,39
1662,08/02/2018,6,-9.3,61,0.7,1684,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes,99
1663,08/02/2018,7,-9.6,67,1.0,1503,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,255
1664,08/02/2018,8,-9.7,65,0.8,1508,-15.0,0.02,0.0,0.0,Winter,No Holiday,Yes,507
1665,08/02/2018,9,-8.5,55,1.0,1482,-15.9,0.4,0.0,0.0,Winter,No Holiday,Yes,270
1666,08/02/2018,10,-6.3,46,1.3,1346,-16.0,1.01,0.0,0.0,Winter,No Holiday,Yes,160
1667,08/02/2018,11,-3.1,39,1.2,1495,-15.1,1.54,0.0,0.0,Winter,No Holiday,Yes,217
1668,08/02/2018,12,-1.5,35,1.2,1551,-15.0,1.9,0.0,0.0,Winter,No Holiday,Yes,253
1669,08/02/2018,13,0.3,30,1.4,1697,-15.2,2.11,0.0,0.0,Winter,No Holiday,Yes,270
1670,08/02/2018,14,0.9,25,2.4,1730,-16.9,2.09,0.0,0.0,Winter,No Holiday,Yes,253
1671,08/02/2018,15,1.4,25,2.2,1686,-16.5,1.81,0.0,0.0,Winter,No Holiday,Yes,286
1672,08/02/2018,16,2.0,25,2.3,1755,-16.0,1.3,0.0,0.0,Winter,No Holiday,Yes,284
1673,08/02/2018,17,1.5,24,1.9,1788,-16.9,0.72,0.0,0.0,Winter,No Holiday,Yes,337
1674,08/02/2018,18,-0.5,26,1.7,1999,-17.7,0.15,0.0,0.0,Winter,No Holiday,Yes,564
1675,08/02/2018,19,-1.8,35,1.4,1558,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,378
1676,08/02/2018,20,-2.8,40,1.5,1593,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,277
1677,08/02/2018,21,-3.3,42,1.1,1596,-14.4,0.0,0.0,0.0,Winter,No Holiday,Yes,268
1678,08/02/2018,22,-3.9,41,0.4,1462,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,233
1679,08/02/2018,23,-4.3,44,0.7,1247,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,195
1680,09/02/2018,0,-4.6,38,0.1,1551,-16.7,0.0,0.0,0.0,Winter,No Holiday,Yes,178
1681,09/02/2018,1,-4.8,44,1.1,1432,-15.2,0.0,0.0,0.0,Winter,No Holiday,Yes,159
1682,09/02/2018,2,-5.1,47,0.9,1460,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,107
1683,09/02/2018,3,-5.2,48,0.7,1309,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,78
1684,09/02/2018,4,-4.4,47,0.9,1343,-14.0,0.0,0.0,0.0,Winter,No Holiday,Yes,46
1685,09/02/2018,5,-4.2,44,1.1,1196,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,36
1686,09/02/2018,6,-4.0,41,0.8,1242,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,117
1687,09/02/2018,7,-3.6,42,0.9,1258,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,273
1688,09/02/2018,8,-3.3,39,0.9,1279,-15.3,0.02,0.0,0.0,Winter,No Holiday,Yes,589
1689,09/02/2018,9,-2.4,36,1.2,1276,-15.4,0.2,0.0,0.0,Winter,No Holiday,Yes,308
1690,09/02/2018,10,-1.3,34,0.5,1192,-15.1,0.32,0.0,0.0,Winter,No Holiday,Yes,199
1691,09/02/2018,11,-0.2,31,0.8,1269,-15.3,0.5,0.0,0.0,Winter,No Holiday,Yes,238
1692,09/02/2018,12,1.6,28,0.5,1193,-14.9,0.88,0.0,0.0,Winter,No Holiday,Yes,260
1693,09/02/2018,13,2.6,27,0.8,1120,-14.5,0.82,0.0,0.0,Winter,No Holiday,Yes,268
1694,09/02/2018,14,4.0,25,0.9,1009,-14.3,1.06,0.0,0.0,Winter,No Holiday,Yes,283
1695,09/02/2018,15,5.0,24,1.0,1037,-13.9,1.16,0.0,0.0,Winter,No Holiday,Yes,315
1696,09/02/2018,16,6.0,28,1.7,1183,-11.1,1.03,0.0,0.0,Winter,No Holiday,Yes,319
1697,09/02/2018,17,4.8,38,3.0,1582,-8.3,0.47,0.0,0.0,Winter,No Holiday,Yes,422
1698,09/02/2018,18,4.1,40,2.1,1327,-8.3,0.1,0.0,0.0,Winter,No Holiday,Yes,659
1699,09/02/2018,19,3.3,58,1.7,1024,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,407
1700,09/02/2018,20,3.0,61,1.9,842,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,308
1701,09/02/2018,21,2.9,63,1.0,786,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,243
1702,09/02/2018,22,2.5,66,1.1,759,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,263
1703,09/02/2018,23,2.0,70,0.7,689,-2.9,0.0,0.0,0.0,Winter,No Holiday,Yes,193
1704,10/02/2018,0,1.5,71,1.1,590,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,197
1705,10/02/2018,1,1.7,71,1.2,584,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes,237
1706,10/02/2018,2,1.9,71,1.5,584,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,169
1707,10/02/2018,3,2.0,71,1.2,534,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,145
1708,10/02/2018,4,1.9,74,1.2,514,-2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,79
1709,10/02/2018,5,1.8,75,2.0,484,-2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,41
1710,10/02/2018,6,1.6,78,1.6,448,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,48
1711,10/02/2018,7,1.6,81,1.4,393,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,97
1712,10/02/2018,8,1.6,82,1.3,349,-1.1,0.01,0.0,0.0,Winter,No Holiday,Yes,188
1713,10/02/2018,9,1.6,78,2.0,260,-1.8,0.17,0.0,0.0,Winter,No Holiday,Yes,222
1714,10/02/2018,10,1.8,73,2.8,270,-2.5,0.69,0.0,0.0,Winter,No Holiday,Yes,223
1715,10/02/2018,11,2.6,62,2.9,294,-3.9,1.12,0.0,0.0,Winter,No Holiday,Yes,235
1716,10/02/2018,12,2.9,53,4.7,354,-5.7,1.37,0.0,0.0,Winter,No Holiday,Yes,248
1717,10/02/2018,13,2.8,31,4.0,967,-12.6,1.42,0.0,0.0,Winter,No Holiday,Yes,296
1718,10/02/2018,14,2.2,24,4.5,1700,-16.3,1.66,0.0,0.0,Winter,No Holiday,Yes,286
1719,10/02/2018,15,2.0,20,4.1,1942,-18.6,1.49,0.0,0.0,Winter,No Holiday,Yes,277
1720,10/02/2018,16,0.3,17,4.9,2000,-21.9,0.87,0.0,0.0,Winter,No Holiday,Yes,291
1721,10/02/2018,17,-0.9,19,5.0,2000,-21.6,0.48,0.0,0.0,Winter,No Holiday,Yes,277
1722,10/02/2018,18,-2.0,15,5.6,2000,-25.2,0.13,0.0,0.0,Winter,No Holiday,Yes,216
1723,10/02/2018,19,-3.1,14,5.1,2000,-26.9,0.0,0.0,0.0,Winter,No Holiday,Yes,151
1724,10/02/2018,20,-4.4,19,5.8,2000,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes,132
1725,10/02/2018,21,-5.6,28,4.1,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,124
1726,10/02/2018,22,-6.2,32,3.5,2000,-20.2,0.0,0.0,0.0,Winter,No Holiday,Yes,128
1727,10/02/2018,23,-6.7,35,2.1,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,118
1728,11/02/2018,0,-6.9,36,2.1,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,112
1729,11/02/2018,1,-7.0,38,2.6,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,95
1730,11/02/2018,2,-7.0,42,1.6,2000,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,93
1731,11/02/2018,3,-7.2,43,2.0,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,58
1732,11/02/2018,4,-7.5,42,2.4,1998,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,34
1733,11/02/2018,5,-7.8,39,2.8,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,19
1734,11/02/2018,6,-8.4,33,1.4,1963,-21.8,0.0,0.0,0.0,Winter,No Holiday,Yes,39
1735,11/02/2018,7,-9.2,34,2.0,1945,-22.2,0.0,0.0,0.0,Winter,No Holiday,Yes,40
1736,11/02/2018,8,-9.4,29,1.9,1967,-24.1,0.03,0.0,0.0,Winter,No Holiday,Yes,81
1737,11/02/2018,9,-8.6,28,1.5,1786,-23.8,0.49,0.0,0.0,Winter,No Holiday,Yes,126
1738,11/02/2018,10,-6.9,21,3.4,1827,-25.6,1.16,0.0,0.0,Winter,No Holiday,Yes,130
1739,11/02/2018,11,-5.0,25,3.2,1853,-22.0,1.75,0.0,0.0,Winter,No Holiday,Yes,155
1740,11/02/2018,12,-3.9,28,2.9,1921,-19.7,2.12,0.0,0.0,Winter,No Holiday,Yes,174
1741,11/02/2018,13,-2.4,28,3.0,1953,-18.4,2.35,0.0,0.0,Winter,No Holiday,Yes,212
1742,11/02/2018,14,-2.2,29,4.1,1983,-17.8,1.93,0.0,0.0,Winter,No Holiday,Yes,191
1743,11/02/2018,15,-2.6,31,2.7,1987,-17.4,1.36,0.0,0.0,Winter,No Holiday,Yes,181
1744,11/02/2018,16,-3.6,36,4.4,2000,-16.5,0.67,0.0,0.0,Winter,No Holiday,Yes,175
1745,11/02/2018,17,-4.2,47,2.7,2000,-13.8,0.31,0.0,0.0,Winter,No Holiday,Yes,198
1746,11/02/2018,18,-4.6,56,3.6,2000,-12.0,0.09,0.0,0.0,Winter,No Holiday,Yes,150
1747,11/02/2018,19,-5.2,66,3.1,2000,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,147
1748,11/02/2018,20,-5.7,67,2.6,2000,-10.8,0.0,0.0,0.0,Winter,No Holiday,Yes,127
1749,11/02/2018,21,-5.6,69,2.2,1984,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,119
1750,11/02/2018,22,-5.8,57,3.2,1980,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,103
1751,11/02/2018,23,-7.0,49,3.4,1984,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,91
1752,12/02/2018,0,-7.7,52,3.2,1982,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,103
1753,12/02/2018,1,-7.9,52,3.7,1961,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes,69
1754,12/02/2018,2,-8.3,49,2.7,2000,-17.1,0.0,0.0,0.0,Winter,No Holiday,Yes,45
1755,12/02/2018,3,-8.5,35,2.7,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,21
1756,12/02/2018,4,-8.6,31,3.5,2000,-22.7,0.0,0.0,0.0,Winter,No Holiday,Yes,33
1757,12/02/2018,5,-9.2,37,1.1,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,30
1758,12/02/2018,6,-9.5,36,1.5,2000,-21.8,0.0,0.0,0.0,Winter,No Holiday,Yes,109
1759,12/02/2018,7,-9.5,35,1.1,2000,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,236
1760,12/02/2018,8,-9.1,33,2.1,1998,-22.4,0.03,0.0,0.0,Winter,No Holiday,Yes,517
1761,12/02/2018,9,-8.4,28,2.2,1947,-23.7,0.49,0.0,0.0,Winter,No Holiday,Yes,262
1762,12/02/2018,10,-6.7,23,2.4,1938,-24.4,1.25,0.0,0.0,Winter,No Holiday,Yes,161
1763,12/02/2018,11,-6.1,25,2.8,1976,-22.9,1.28,0.0,0.0,Winter,No Holiday,Yes,190
1764,12/02/2018,12,-4.6,32,4.2,1874,-18.8,1.43,0.0,0.0,Winter,No Holiday,Yes,202
1765,12/02/2018,13,-2.7,29,2.9,1961,-18.3,2.29,0.0,0.0,Winter,No Holiday,Yes,246
1766,12/02/2018,14,-2.4,30,3.4,1824,-17.6,2.08,0.0,0.0,Winter,No Holiday,Yes,182
1767,12/02/2018,15,-2.1,30,3.9,1933,-17.3,2.22,0.0,0.0,Winter,No Holiday,Yes,228
1768,12/02/2018,16,-2.4,33,4.5,1815,-16.5,1.55,0.0,0.0,Winter,No Holiday,Yes,239
1769,12/02/2018,17,-3.1,36,4.4,1988,-16.0,0.89,0.0,0.0,Winter,No Holiday,Yes,288
1770,12/02/2018,18,-4.4,46,3.5,2000,-14.3,0.23,0.0,0.0,Winter,No Holiday,Yes,475
1771,12/02/2018,19,-4.9,52,2.0,2000,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,340
1772,12/02/2018,20,-4.7,55,1.7,2000,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,244
1773,12/02/2018,21,-4.3,59,3.0,1239,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,253
1774,12/02/2018,22,-4.2,57,1.7,2000,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,200
1775,12/02/2018,23,-4.4,58,2.4,2000,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,140
1776,13/02/2018,0,-5.0,60,1.8,1995,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,158
1777,13/02/2018,1,-5.5,60,1.3,1994,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,146
1778,13/02/2018,2,-6.0,58,2.0,2000,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,106
1779,13/02/2018,3,-6.2,61,1.3,1992,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,70
1780,13/02/2018,4,-6.4,62,1.8,1978,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,46
1781,13/02/2018,5,-6.7,64,1.6,1981,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,51
1782,13/02/2018,6,-7.1,70,1.0,1977,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,96
1783,13/02/2018,7,-7.2,70,1.9,1946,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,294
1784,13/02/2018,8,-7.1,68,0.6,1931,-12.0,0.03,0.0,0.0,Winter,No Holiday,Yes,568
1785,13/02/2018,9,-5.9,52,1.4,1935,-14.1,0.53,0.0,0.0,Winter,No Holiday,Yes,285
1786,13/02/2018,10,-2.4,41,1.5,1905,-13.8,1.19,0.0,0.0,Winter,No Holiday,Yes,200
1787,13/02/2018,11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,Winter,No Holiday,Yes,252
1788,13/02/2018,12,1.0,41,3.3,1794,-10.8,2.11,0.0,0.0,Winter,No Holiday,Yes,281
1789,13/02/2018,13,2.6,40,3.5,1854,-9.6,2.28,0.0,0.0,Winter,No Holiday,Yes,256
1790,13/02/2018,14,3.7,39,3.8,1908,-9.0,2.19,0.0,0.0,Winter,No Holiday,Yes,300
1791,13/02/2018,15,3.7,40,5.3,1950,-8.6,1.96,0.0,0.0,Winter,No Holiday,Yes,295
1792,13/02/2018,16,3.9,41,4.0,1973,-8.1,1.24,0.0,0.0,Winter,No Holiday,Yes,328
1793,13/02/2018,17,3.5,46,3.1,1992,-7.0,0.39,0.0,0.0,Winter,No Holiday,Yes,410
1794,13/02/2018,18,3.1,50,3.7,2000,-6.3,0.07,0.0,0.0,Winter,No Holiday,Yes,604
1795,13/02/2018,19,2.4,57,3.2,1995,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,406
1796,13/02/2018,20,2.3,59,3.8,1981,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,323
1797,13/02/2018,21,2.6,57,3.8,2000,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,290
1798,13/02/2018,22,2.6,57,3.1,2000,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,291
1799,13/02/2018,23,2.4,59,3.2,2000,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,211
1800,14/02/2018,0,2.0,65,2.2,1885,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,178
1801,14/02/2018,1,1.3,67,1.2,1738,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes,213
1802,14/02/2018,2,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,129
1803,14/02/2018,3,1.1,65,1.0,1596,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,101
1804,14/02/2018,4,1.1,67,1.7,1506,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,51
1805,14/02/2018,5,1.0,68,0.6,1519,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,56
1806,14/02/2018,6,1.1,66,0.9,1550,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,108
1807,14/02/2018,7,1.3,66,1.1,1534,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,292
1808,14/02/2018,8,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,Winter,No Holiday,Yes,606
1809,14/02/2018,9,3.9,64,2.9,1483,-2.3,0.18,0.0,0.0,Winter,No Holiday,Yes,326
1810,14/02/2018,10,5.2,65,3.9,1313,-0.8,0.56,0.0,0.0,Winter,No Holiday,Yes,241
1811,14/02/2018,11,6.3,67,3.5,1179,0.6,0.52,0.0,0.0,Winter,No Holiday,Yes,288
1812,14/02/2018,12,6.9,67,3.9,986,1.1,0.42,0.0,0.0,Winter,No Holiday,Yes,312
1813,14/02/2018,13,7.2,65,3.8,773,1.0,0.61,0.0,0.0,Winter,No Holiday,Yes,349
1814,14/02/2018,14,7.8,57,3.5,675,-0.2,1.34,0.0,0.0,Winter,No Holiday,Yes,398
1815,14/02/2018,15,8.7,48,4.1,767,-1.7,1.68,0.0,0.0,Winter,No Holiday,Yes,461
1816,14/02/2018,16,8.0,36,3.5,1013,-6.1,1.09,0.0,0.0,Winter,No Holiday,Yes,447
1817,14/02/2018,17,6.6,34,2.8,1300,-8.1,0.42,0.0,0.0,Winter,No Holiday,Yes,484
1818,14/02/2018,18,5.1,34,2.3,1440,-9.5,0.09,0.0,0.0,Winter,No Holiday,Yes,559
1819,14/02/2018,19,3.9,37,1.4,1417,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,316
1820,14/02/2018,20,2.8,29,2.8,1473,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,262
1821,14/02/2018,21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,216
1822,14/02/2018,22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,218
1823,14/02/2018,23,-0.3,35,2.1,1577,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes,160
1824,15/02/2018,0,-0.7,37,3.5,1716,-13.6,0.0,0.0,0.0,Winter,Holiday,Yes,126
1825,15/02/2018,1,-1.1,38,2.8,1999,-13.6,0.0,0.0,0.0,Winter,Holiday,Yes,123
1826,15/02/2018,2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,112
1827,15/02/2018,3,-1.4,34,2.1,2000,-15.2,0.0,0.0,0.0,Winter,Holiday,Yes,74
1828,15/02/2018,4,-1.9,34,3.0,2000,-15.7,0.0,0.0,0.0,Winter,Holiday,Yes,58
1829,15/02/2018,5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,Winter,Holiday,Yes,32
1830,15/02/2018,6,-2.6,38,1.0,2000,-15.0,0.0,0.0,0.0,Winter,Holiday,Yes,39
1831,15/02/2018,7,-3.0,40,0.9,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,55
1832,15/02/2018,8,-3.0,38,1.0,2000,-15.4,0.0,0.0,0.0,Winter,Holiday,Yes,112
1833,15/02/2018,9,-3.5,30,1.5,1980,-18.6,0.0,0.0,0.0,Winter,Holiday,Yes,112
1834,15/02/2018,10,-1.6,26,1.9,1980,-18.6,1.29,0.0,0.0,Winter,Holiday,Yes,127
1835,15/02/2018,11,0.1,22,2.0,2000,-19.1,1.84,0.0,0.0,Winter,Holiday,Yes,170
1836,15/02/2018,12,1.7,20,3.0,1983,-18.9,2.28,0.0,0.0,Winter,Holiday,Yes,174
1837,15/02/2018,13,2.2,18,3.4,1942,-19.7,2.3,0.0,0.0,Winter,Holiday,Yes,240
1838,15/02/2018,14,2.9,14,4.3,2000,-22.0,2.29,0.0,0.0,Winter,Holiday,Yes,270
1839,15/02/2018,15,3.8,17,3.2,2000,-19.0,1.97,0.0,0.0,Winter,Holiday,Yes,276
1840,15/02/2018,16,3.2,16,3.0,2000,-20.2,1.45,0.0,0.0,Winter,Holiday,Yes,273
1841,15/02/2018,17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,Winter,Holiday,Yes,236
1842,15/02/2018,18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,Winter,Holiday,Yes,190
1843,15/02/2018,19,0.1,21,2.9,2000,-19.7,0.0,0.0,0.0,Winter,Holiday,Yes,166
1844,15/02/2018,20,-0.4,27,2.2,2000,-17.1,0.0,0.0,0.0,Winter,Holiday,Yes,148
1845,15/02/2018,21,-1.1,32,2.4,2000,-15.7,0.0,0.0,0.0,Winter,Holiday,Yes,134
1846,15/02/2018,22,-1.9,30,0.8,2000,-17.2,0.0,0.0,0.0,Winter,Holiday,Yes,145
1847,15/02/2018,23,-2.5,31,1.4,1996,-17.3,0.0,0.0,0.0,Winter,Holiday,Yes,92
1848,16/02/2018,0,-3.3,35,1.8,1977,-16.6,0.0,0.0,0.0,Winter,Holiday,Yes,105
1849,16/02/2018,1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,Winter,Holiday,Yes,77
1850,16/02/2018,2,-4.1,38,1.2,1996,-16.3,0.0,0.0,0.0,Winter,Holiday,Yes,47
1851,16/02/2018,3,-4.4,37,1.7,1989,-16.9,0.0,0.0,0.0,Winter,Holiday,Yes,36
1852,16/02/2018,4,-4.5,42,1.4,1944,-15.5,0.0,0.0,0.0,Winter,Holiday,Yes,35
1853,16/02/2018,5,-5.0,44,0.9,1976,-15.3,0.0,0.0,0.0,Winter,Holiday,Yes,28
1854,16/02/2018,6,-5.2,42,0.7,1980,-16.1,0.0,0.0,0.0,Winter,Holiday,Yes,30
1855,16/02/2018,7,-5.4,41,0.3,2000,-16.6,0.0,0.0,0.0,Winter,Holiday,Yes,49
1856,16/02/2018,8,-5.4,38,0.7,2000,-17.5,0.04,0.0,0.0,Winter,Holiday,Yes,68
1857,16/02/2018,9,-4.3,33,0.7,1923,-18.2,0.6,0.0,0.0,Winter,Holiday,Yes,48
1858,16/02/2018,10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,Winter,Holiday,Yes,78
1859,16/02/2018,11,1.0,25,1.4,1782,-16.8,1.7,0.0,0.0,Winter,Holiday,Yes,93
1860,16/02/2018,12,2.2,19,1.4,1946,-19.1,2.01,0.0,0.0,Winter,Holiday,Yes,137
1861,16/02/2018,13,3.5,17,3.2,1971,-19.3,2.2,0.0,0.0,Winter,Holiday,Yes,169
1862,16/02/2018,14,4.2,18,3.3,1976,-18.0,2.25,0.0,0.0,Winter,Holiday,Yes,196
1863,16/02/2018,15,4.0,26,3.5,2000,-13.8,1.75,0.0,0.0,Winter,Holiday,Yes,243
1864,16/02/2018,16,3.3,38,3.8,1921,-9.6,1.33,0.0,0.0,Winter,Holiday,Yes,189
1865,16/02/2018,17,2.5,48,4.2,1979,-7.4,0.76,0.0,0.0,Winter,Holiday,Yes,210
1866,16/02/2018,18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,Winter,Holiday,Yes,165
1867,16/02/2018,19,0.6,59,2.3,1939,-6.5,0.0,0.0,0.0,Winter,Holiday,Yes,126
1868,16/02/2018,20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,Winter,Holiday,Yes,150
1869,16/02/2018,21,0.1,67,2.5,1451,-5.3,0.0,0.0,0.0,Winter,Holiday,Yes,114
1870,16/02/2018,22,-0.6,70,3.4,1204,-5.4,0.0,0.0,0.0,Winter,Holiday,Yes,116
1871,16/02/2018,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,Winter,Holiday,Yes,84
1872,17/02/2018,0,-2.7,41,3.2,1695,-14.1,0.0,0.0,0.0,Winter,Holiday,Yes,79
1873,17/02/2018,1,-3.1,36,3.5,2000,-16.0,0.0,0.0,0.0,Winter,Holiday,Yes,71
1874,17/02/2018,2,-3.8,30,3.9,2000,-18.8,0.0,0.0,0.0,Winter,Holiday,Yes,56
1875,17/02/2018,3,-4.5,28,3.0,2000,-20.3,0.0,0.0,0.0,Winter,Holiday,Yes,34
1876,17/02/2018,4,-5.2,28,2.5,2000,-20.9,0.0,0.0,0.0,Winter,Holiday,Yes,20
1877,17/02/2018,5,-5.7,31,2.3,1999,-20.1,0.0,0.0,0.0,Winter,Holiday,Yes,14
1878,17/02/2018,6,-6.2,32,2.5,2000,-20.2,0.0,0.0,0.0,Winter,Holiday,Yes,39
1879,17/02/2018,7,-6.8,32,1.6,2000,-20.7,0.0,0.0,0.0,Winter,Holiday,Yes,35
1880,17/02/2018,8,-7.1,30,1.7,1991,-21.7,0.04,0.0,0.0,Winter,Holiday,Yes,80
1881,17/02/2018,9,-6.5,26,2.4,1874,-22.8,0.64,0.0,0.0,Winter,Holiday,Yes,98
1882,17/02/2018,10,-4.3,21,1.4,1908,-23.4,1.34,0.0,0.0,Winter,Holiday,Yes,103
1883,17/02/2018,11,-2.8,19,2.6,1957,-23.2,1.91,0.0,0.0,Winter,Holiday,Yes,155
1884,17/02/2018,12,-1.3,17,1.5,1998,-23.2,2.28,0.0,0.0,Winter,Holiday,Yes,183
1885,17/02/2018,13,-0.4,15,2.4,1938,-23.9,2.46,0.0,0.0,Winter,Holiday,Yes,193
1886,17/02/2018,14,-0.1,15,4.0,2000,-23.7,2.39,0.0,0.0,Winter,Holiday,Yes,258
1887,17/02/2018,15,1.0,14,4.6,2000,-23.5,2.12,0.0,0.0,Winter,Holiday,Yes,273
1888,17/02/2018,16,1.3,15,4.2,2000,-22.5,1.63,0.0,0.0,Winter,Holiday,Yes,267
1889,17/02/2018,17,0.6,17,3.3,2000,-21.7,0.79,0.0,0.0,Winter,Holiday,Yes,250
1890,17/02/2018,18,-0.3,17,1.9,2000,-22.4,0.2,0.0,0.0,Winter,Holiday,Yes,223
1891,17/02/2018,19,-1.5,32,2.5,2000,-16.0,0.0,0.0,0.0,Winter,Holiday,Yes,169
1892,17/02/2018,20,-2.1,38,2.0,2000,-14.5,0.0,0.0,0.0,Winter,Holiday,Yes,145
1893,17/02/2018,21,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,Yes,133
1894,17/02/2018,22,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,Winter,Holiday,Yes,123
1895,17/02/2018,23,-2.9,31,3.8,2000,-17.7,0.0,0.0,0.0,Winter,Holiday,Yes,117
1896,18/02/2018,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,Winter,No Holiday,Yes,99
